,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
4060,69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,6680.0,1147356.8,2471.6,9.946,2020,1,2020-01-22,18.1,13.0,0.0,26.6,District II (Grand Tunis et ses environs)
4061,32,55,52,37.58899717,91.99740365,6.967759599999999,159.6577388,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,879.0,138882.0,290.07,60.90909090909091,2020,8,2020-08-21,38.8,25.7,0.0,14.8,District III (Centre/Sahel)
4062,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,28.0,4424.0,9.24,0.9888888888888888,2020,6,2020-06-06,33.3,19.0,0.0,18.4,District III (Centre/Sahel)
4063,133,67,103,20.0,58.0,6.5,433.0,processing tomato,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,11367.0,1795986.0,3751.11,70.0,2022,1,2022-01-21,12.0,1.1,0.2,12.3,District I (Nord-Ouest)
4064,78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,134.0,21159.94,44.22,0.0,2021,12,2021-12-20,15.0,7.5,0.0,19.6,District I (Nord-Ouest)
4065,31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,Sidi Bouzid,Drip,Twenty Eight-Twenty Eight,bad,medium,best,summer,summer,autumn,61.0,9638.0,20.130000000000003,0.6868686868686869,2020,10,2020-10-17,22.8,10.1,0.0,13.8,District IV (Sud-Ouest)
4066,35,135,199,21.77466746,80.54942557,6.400719746,69.39630398,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,9100.0,1437800.0,3003.0,7.888888888888889,2020,8,2020-08-24,34.3,23.5,0.0,23.4,District II (Grand Tunis et ses environs)
4067,21,134,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,6500.0,1027000.0,2145.0,15.0,2021,7,2021-07-16,31.7,21.5,0.0,26.3,District II (Grand Tunis et ses environs)
4068,100,50,80,15.0,50.0,6.0,300.0,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,1337.0,211246.0,441.21,66.96796116504854,2023,6,2023-06-04,22.9,16.9,3.7,10.5,District I (Nord-Ouest)
4069,77,48,36,25.86705009,84.09985284,7.36008498,154.83908469999997,jute,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,83472.0,13141831.68,31719.36,17.72428571,2024,9,2024-09-28,25.8,21.4,1.0,27.1,District I (Nord-Ouest)
4070,119,30,49,25.35794749,80.45846265,6.903020221,47.72078245,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,195.0,30810.0,64.35000000000001,59.974757281553394,2023,12,2023-12-26,16.1,6.0,0.0,8.3,District I (Nord-Ouest)
4071,34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,38.0,6004.0,12.54,0.8535353535353536,2024,10,2024-10-06,29.1,16.5,0.0,16.2,District IV (Sud-Ouest)
4072,22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,114092.0,18016267.72,37650.36,0.976875,2020,1,2020-01-05,16.1,2.4,0.0,11.8,District III (Centre/Sahel)
4073,150,60,120,30.0,60.0,8.0,600.0,olive,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,autumn,667000.0,105386000.0,220110.0,12.5,2024,8,2024-08-19,30.3,21.4,0.4,22.5,District I (Nord-Ouest)
4074,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,2176.0,373749.76,805.12,0.648,2023,10,2023-10-21,27.3,17.8,3.2,22.4,District II (Grand Tunis et ses environs)
4075,33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,12821.0,2025718.0,4230.93,0.8418181818181818,2023,4,2023-04-29,34.1,15.2,0.0,16.8,District IV (Sud-Ouest)
4076,68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,11.0,1738.0,3.63,68.63636363636363,2024,2,2024-02-20,16.0,10.4,8.2,21.3,District II (Grand Tunis et ses environs)
4077,32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,3600.0,568800.0,1188.0,14.888888888888888,2024,8,2024-08-27,35.4,22.2,0.0,15.0,District II (Grand Tunis et ses environs)
4078,7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,83695.0,13223810.0,27619.35,2.1345454545454547,2020,6,2020-06-19,34.7,21.0,0.0,45.0,District IV (Sud-Ouest)
4079,23,142,197,39.06555518,82.03812973,6.000573725,69.30772897,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,5500.0,869000.0,1815.0,8.222222222222221,2021,6,2021-06-24,32.9,21.4,0.0,17.8,District II (Grand Tunis et ses environs)
4080,1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,42027.0,6640266.0,13868.91,10.87878787878788,2024,8,2024-08-29,31.0,23.3,0.0,20.3,District IV (Sud-Ouest)
4081,88,5,47,25.86475496,86.67468041,6.662244646,41.16554802,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,3383.0,534514.0,1116.39,59.64174757281553,2024,6,2024-06-25,27.6,18.0,0.0,18.9,District I (Nord-Ouest)
4082,111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,657.0,103806.0,216.81,0.7343434343434343,2024,2,2024-02-06,21.1,5.4,0.0,9.1,District I (Nord-Ouest)
4083,118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,562000.0,88745420.0,185460.0,1.224545455,2022,7,2022-07-14,37.6,22.7,0.0,20.7,District I (Nord-Ouest)
4084,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,190914.0,30164412.0,63001.62,1.5454545454545454,2021,8,2021-08-16,38.4,23.3,0.0,13.7,District IV (Sud-Ouest)
4085,100,50,80,15.0,50.0,6.0,300.0,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,23.0,3950.48,8.51,0.58,2023,12,2023-12-12,22.5,8.7,0.0,8.9,District I (Nord-Ouest)
4086,100,50,80,15.0,50.0,6.0,300.0,apricot,Jendouba,Drip,Urea,bad,medium,best,winter,spring,summer,10.0,1580.0,3.3000000000000003,8.0,2022,6,2022-06-17,38.8,20.6,0.0,17.3,District I (Nord-Ouest)
4087,133,67,103,20.0,58.0,6.5,433.0,maize,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,63660.0,9755895.0,22281.0,1.98,2023,12,2023-12-08,12.7,6.5,20.7,23.6,District I (Nord-Ouest)
4088,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,Kairouan,Drip,DAP,bad,medium,best,summer,summer,autumn,2.0,316.0,0.66,0.8333333333333334,2024,8,2024-08-25,39.3,23.4,0.0,23.5,District III (Centre/Sahel)
4089,109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,263.0,41554.0,86.79,1.4666666666666666,2020,9,2020-09-28,25.3,12.5,0.0,19.1,District I (Nord-Ouest)
4090,8,139,199,29.36947679,81.53996362,6.3364266670000005,66.13442813,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,4800.0,758400.0,1584.0,9.555555555555555,2020,12,2020-12-11,16.2,10.4,4.4,21.4,District II (Grand Tunis et ses environs)
4091,34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,815.0,128313.6,309.7,0.935555556,2024,8,2024-08-12,39.7,25.5,0.0,23.8,District II (Grand Tunis et ses environs)
4092,37,137,199,22.63946441,90.18451645,5.697945522,108.3405879,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,28000.0,4424000.0,9240.0,36.85252525252525,2021,8,2021-08-29,33.1,22.7,0.0,19.3,District II (Grand Tunis et ses environs)
4093,105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2669.0,421702.0,880.7700000000001,59.30873786407767,2020,2,2020-02-03,20.6,10.2,0.0,22.7,District I (Nord-Ouest)
4094,120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,233.0,36814.0,76.89,0.91010101010101,2022,10,2022-10-09,31.2,18.0,0.0,12.2,District I (Nord-Ouest)
4095,7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,880.0,139040.0,290.40000000000003,1.2777777777777777,2023,3,2023-03-31,27.3,12.3,0.0,23.8,District IV (Sud-Ouest)
4096,65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,551.0,86749.44,209.38,8.9675,2020,2,2020-02-13,22.6,7.4,0.0,13.1,District II (Grand Tunis et ses environs)
4097,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate,Kasserine,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,9710.0,1534180.0,3204.3,10.106796116504857,2024,4,2024-04-10,22.4,14.7,0.2,29.4,District III (Centre/Sahel)
4098,57,68,81,17.17012591,17.30457712,8.081095263,72.78624223,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,267629.0,42261295.39,88317.57,0.708461538,2021,10,2021-10-03,32.1,17.8,0.0,18.9,District II (Grand Tunis et ses environs)
4099,39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,7900.0,1248200.0,2607.0,5.666666666666667,2021,6,2021-06-18,33.8,21.6,0.0,17.9,District II (Grand Tunis et ses environs)
4100,19,123,200,34.76086052,81.03544763,6.167013532,65.70430027,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,1100.0,173800.0,363.0,5.444444444444445,2023,1,2023-01-07,16.8,9.0,0.7,11.6,District II (Grand Tunis et ses environs)
4101,38,54,28,16.33,46.75,6.12,84.81,chickpea,Kairouan,Drip,DAP,bad,medium,best,autumn,winter,spring,27820.0,4778363.2,10293.4,0.799285714,2022,1,2022-01-01,20.7,8.4,0.0,9.0,District III (Centre/Sahel)
4102,49,36,62,22.97,60.11,5.79,529.81,tobacco,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,209.0,33003.19,68.97,30.17,2023,11,2023-11-03,26.2,18.5,0.5,28.5,District II (Grand Tunis et ses environs)
4103,24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,120809.0,19087822.0,39866.97,15.0,2024,6,2024-06-06,29.1,18.9,0.0,24.8,District IV (Sud-Ouest)
4104,3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,9614.0,1519012.0,3172.6200000000003,11.951456310679612,2020,8,2020-08-09,33.1,23.6,0.0,28.9,District IV (Sud-Ouest)
4105,68,70,54,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya,Tunis,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,11.0,1738.0,3.63,68.63636363636363,2021,4,2021-04-29,25.7,13.5,0.0,14.1,District II (Grand Tunis et ses environs)
4106,167,83,127,25.0,67.0,7.0,567.0,lentil,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,158203.0,24996074.0,52206.990000000005,1.3163636363636364,2022,9,2022-09-09,38.4,24.0,0.0,14.7,District I (Nord-Ouest)
4107,116,25,50,29.26092798,92.92367701,6.088885814,28.70627683,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,220.0,34760.0,72.60000000000001,18.0,2022,4,2022-04-30,22.7,10.1,0.0,15.9,District I (Nord-Ouest)
4108,43,36,28,21.2,51.52,6.96,469.19,coriander,Kasserine,Drip,Twenty Eight-Twenty Eight,bad,medium,best,autumn,winter,spring,4494.0,709647.54,1483.02,0.388636364,2021,2,2021-02-09,20.5,7.3,0.0,26.4,District III (Centre/Sahel)
4109,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,147.0,23226.0,48.510000000000005,14.072815533980584,2020,8,2020-08-16,37.3,26.0,0.0,23.0,District IV (Sud-Ouest)
4110,21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,Sfax,Drip,DAP,bad,medium,best,summer,summer,autumn,34.0,5372.0,11.22,0.7626262626262627,2023,8,2023-08-26,37.3,24.8,0.0,28.6,District IV (Sud-Ouest)
4111,31,42,34,27.24,62.82,6.64,730.0,groundnut,Sidi Bouzid,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,55.0,8685.05,18.15,3.0,2021,9,2021-09-22,34.1,21.0,0.1,12.7,District IV (Sud-Ouest)
4112,100,50,80,15.0,50.0,6.0,300.0,pepper,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,1337.0,211246.0,441.21,31.666666666666668,2020,1,2020-01-01,12.8,3.4,0.0,19.2,District I (Nord-Ouest)
4113,90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,26969.8,4133121.85,9439.43,44.61416667,2023,3,2023-03-10,18.6,15.2,0.0,34.6,District I (Nord-Ouest)
4114,167,83,127,25.0,67.0,7.0,567.0,lettuce,Jendouba,Sprinkler,Urea,bad,best,bad,winter,winter,spring,1000.0,158000.0,330.0,26.666666666666668,2021,6,2021-06-14,37.3,19.1,0.0,15.8,District I (Nord-Ouest)
4115,113,30,50,26.03967219,83.9862443,6.277484042999999,43.87712348,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,814.0,128612.0,268.62,67.30097087378641,2020,4,2020-04-25,25.7,11.1,1.3,11.1,District I (Nord-Ouest)
4116,84,25,52,24.37190239,81.2514818,6.12532356,44.20899581,watermelon,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,summer,2954.0,466732.0,974.82,64.96990291262136,2021,5,2021-05-24,22.8,18.1,0.0,41.0,District I (Nord-Ouest)
4117,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,74608.0,11788064.0,24620.64,1.7581818181818183,2021,2,2021-02-13,23.0,11.0,0.1,33.2,District IV (Sud-Ouest)
4118,101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,405.0,63990.0,133.65,2.081818181818182,2021,12,2021-12-29,19.5,11.4,0.0,28.7,District I (Nord-Ouest)
4119,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,Kairouan,Drip,DAP,bad,medium,best,summer,summer,autumn,49.0,7742.0,16.17,0.9494949494949496,2020,8,2020-08-26,36.2,19.7,0.0,17.5,District III (Centre/Sahel)
4120,25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,69.0,10902.0,22.77,0.9747474747474748,2024,9,2024-09-05,38.7,23.4,0.0,22.7,District IV (Sud-Ouest)
4121,12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,15766.0,2491028.0,5202.780000000001,7.808080808080808,2023,3,2023-03-10,23.8,15.8,0.1,26.5,District IV (Sud-Ouest)
4122,15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,summer,22332.0,3528456.0,7369.56,11.92929292929293,2021,12,2021-12-03,12.7,8.8,2.7,35.6,District IV (Sud-Ouest)
4123,3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,92781.0,14659398.0,30617.730000000003,2.003636363636364,2021,5,2021-05-12,25.1,17.1,0.0,29.1,District IV (Sud-Ouest)
4124,40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,7300.0,1153400.0,2409.0,6.777777777777778,2024,10,2024-10-26,25.6,19.6,0.0,23.2,District II (Grand Tunis et ses environs)
4125,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,26375.05,4152487.872,10022.519,47.73208333,2024,9,2024-09-25,30.9,17.6,1.6,9.5,District I (Nord-Ouest)
4126,117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,300.0,47400.0,99.0,30.02020202020202,2023,11,2023-11-07,21.0,15.8,0.0,18.0,District I (Nord-Ouest)
4127,28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut,Sfax,Flood,Seventeen-Seventeen-Seventeen,best,medium,bad,summer,summer,autumn,103968.0,16368721.92,39507.84,12746.54,2022,8,2022-08-15,36.9,27.3,0.0,27.0,District IV (Sud-Ouest)
4128,106,16,54,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,570.0,90060.0,188.1,31.15151515151515,2020,5,2020-05-01,24.1,11.3,0.0,17.0,District I (Nord-Ouest)
4129,90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,7112.0,1123055.92,2346.96,10.28909091,2023,11,2023-11-30,24.3,13.7,0.0,16.7,District I (Nord-Ouest)
4130,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Jendouba,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,59098.0,9585695.6,20684.3,126.3876923,2020,4,2020-04-15,24.4,12.7,0.0,24.0,District I (Nord-Ouest)
4131,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,201750.0,31858342.5,66577.5,7.782,2023,8,2023-08-28,26.7,24.5,0.1,38.6,District I (Nord-Ouest)
4132,87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,152.0,24016.0,50.16,1.378787878787879,2021,2,2021-02-16,13.8,5.4,0.0,15.1,District I (Nord-Ouest)
4133,9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,160020.0,25283160.0,52806.600000000006,1.807272727272728,2020,12,2020-12-29,15.2,6.4,0.0,32.8,District IV (Sud-Ouest)
4134,2,123,205,22.36629253,90.78572467,5.739652177000001,124.9831618,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,945.0,149310.0,311.85,8.909090909090908,2023,11,2023-11-09,23.1,11.1,0.0,13.8,District II (Grand Tunis et ses environs)
4135,31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya,Kasserine,Sprinkler,Fourteen-Thirty Five-Fourteen,bad,best,bad,spring,summer,autumn,899.0,142042.0,296.67,69.0909090909091,2021,12,2021-12-30,22.9,9.8,0.0,16.6,District III (Centre/Sahel)
4136,117,19,55,28.80311922,91.78336933,6.121745389,25.16359891,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,300.0,47400.0,99.0,30.02020202020202,2020,5,2020-05-11,27.0,15.6,0.0,14.4,District I (Nord-Ouest)
4137,100,50,80,15.0,50.0,6.0,300.0,sorghum,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,6670.0,1053860.0,2201.1,3.6666666666666665,2020,3,2020-03-08,13.0,7.5,4.6,29.5,District I (Nord-Ouest)
4138,45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,939.0,148362.0,309.87,56.81818181818181,2024,6,2024-06-12,31.0,21.2,0.0,19.0,District II (Grand Tunis et ses environs)
4139,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,8261.0,1305238.0,2726.13,13.24271844660194,2022,10,2022-10-12,28.4,22.0,0.0,15.1,District IV (Sud-Ouest)
4140,130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,571100.0,87521075.0,199885.0,3.212941176,2024,3,2024-03-15,20.8,6.8,0.0,13.8,District I (Nord-Ouest)
4141,28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,1858.0,292523.52,706.04,1.08,2020,10,2020-10-21,27.0,16.2,0.0,19.6,District II (Grand Tunis et ses environs)
4142,103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,576.0,91008.0,190.08,2.57979797979798,2022,3,2022-03-25,18.0,7.4,0.0,20.8,District I (Nord-Ouest)
4143,167,83,127,25.0,67.0,7.0,567.0,almond,Jendouba,Drip,Urea,bad,medium,best,winter,spring,spring,700000.0,110600000.0,231000.0,1.0666666666666669,2024,6,2024-06-05,28.4,17.2,0.0,20.0,District I (Nord-Ouest)
4144,36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,8200.0,1295600.0,2706.0,12.88888888888889,2022,4,2022-04-14,19.6,13.8,0.3,26.9,District II (Grand Tunis et ses environs)
4145,12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,10.0,1580.0,3.3000000000000003,13.383838383838384,2021,10,2021-10-02,25.2,20.4,11.1,9.8,District IV (Sud-Ouest)
4146,200,100,150,30.0,75.0,7.5,700.0,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,248000.0,42596480.0,91760.0,4.764444444,2022,8,2022-08-24,32.0,20.3,0.0,18.1,District I (Nord-Ouest)
4147,117,56,15,25.99237426,77.0543546,7.368258226,89.1188212,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,93679.0,14356306.75,32787.65,1.335,2022,5,2022-05-15,32.1,15.1,0.0,16.3,District I (Nord-Ouest)
4148,22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,450.0,71100.0,148.5,0.7424242424242424,2023,4,2023-04-29,34.1,15.2,0.0,16.8,District IV (Sud-Ouest)
4149,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,17.0,2684.47,5.61,0.216666667,2020,11,2020-11-22,16.3,10.0,10.1,27.7,District IV (Sud-Ouest)
4150,19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,Sidi Bouzid,Drip,DAP,bad,medium,best,autumn,winter,spring,172741.0,27293078.0,57004.530000000006,0.76,2022,6,2022-06-27,42.9,25.7,0.0,18.1,District IV (Sud-Ouest)
4151,38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,8700.0,1374600.0,2871.0,6.888888888888889,2020,3,2020-03-01,26.5,9.4,0.0,16.8,District II (Grand Tunis et ses environs)
